Time_max,Time_min,Time_mean,Time_q1,Time_q2,Time_q3,LatitudeDegrees_max,LatitudeDegrees_min,LatitudeDegrees_mean,LatitudeDegrees_q1,LatitudeDegrees_q2,LatitudeDegrees_q3,LongitudeDegrees_max,LongitudeDegrees_min,LongitudeDegrees_mean,LongitudeDegrees_q1,LongitudeDegrees_q2,LongitudeDegrees_q3,AltitudeMeters_max,AltitudeMeters_min,AltitudeMeters_mean,AltitudeMeters_q1,AltitudeMeters_q2,AltitudeMeters_q3,HeartRatebpm_max,HeartRatebpm_min,HeartRatebpm_mean,HeartRatebpm_q1,HeartRatebpm_q2,HeartRatebpm_q3,Speed_max,Speed_min,Speed_mean,Speed_q1,Speed_q2,Speed_q3,RunCadence_max,RunCadence_min,RunCadence_mean,RunCadence_q1,RunCadence_q2,RunCadence_q3,gps_speed_max,gps_speed_min,gps_speed_mean,gps_speed_q1,gps_speed_q2,gps_speed_q3,gps_acc_max,gps_acc_min,gps_acc_mean,gps_acc_q1,gps_acc_q2,gps_acc_q3,label,fields_num,props_num,#ref
1619504373,1619503719,1619504096.576826,1619503826.5,1619504175.0,1619504274.5,41.386634,41.380022,41.38219570780856,41.380056,41.381443,41.38363,2.164808,2.156078,2.1589698765743073,2.1561175,2.157932,2.1609565,15.6,-15.0,0.7178841309823677,-4.2,2.0,6.0,118.0,57.0,82.2544080604534,71.0,79.0,91.0,6.6,0.0,2.6289672544080607,0.2,1.2,5.5,NaN,NaN,NaN,NaN,NaN,NaN,1.2462316564414575e-05,0,2.622276360361456e-06,1.1119492636381854e-07,1.140980684584146e-06,4.993878727549714e-06,9.991384687095012e-06,-7.409499277258275e-06,2.0932087847944723e-10,-1.3901500380335417e-07,-1.3415173208137631e-12,1.0485270146214014e-07,bike,9,6,#129
1595481320,1595477576,1595479577.9201136,1595478660.0,1595479703.0,1595480513.0,41.602339,41.58905,41.59527203757499,41.592573,41.595078,41.597622,0.659165,0.645545,0.6526882466056204,0.65103,0.652193,0.65497,202.6,152.8,182.52819703189138,175.4,184.4,191.2,178.0,88.0,158.0154720555731,158.0,161.0,163.0,8.0,0.0,2.7912851278812756,2.6,2.8,3.2,101.0,0.0,78.51657720239974,79.0,80.0,81.0,3.407984419468519e-05,0,2.82350909270514e-06,2.531951771694189e-06,2.8701792910665632e-06,3.228939168522455e-06,3.407984419468519e-05,-3.407984419468519e-05,7.868595376116782e-09,-3.060756741808758e-07,0.0,2.642733027056107e-07,run,9,6,#97
1609583503,1609579947,1609581578.817479,1609580706.0,1609581588.0,1609582383.0,41.607606,41.582371,41.59681344504202,41.589709,41.599347,41.602573,0.646995,0.614978,0.6282062608403362,0.620732,0.626632,0.635435,186.6,122.2,142.43159663865546,137.4,140.8,144.4,176.0,107.0,157.5347899159664,157.0,160.0,161.0,5.0,0.0,3.425848739495798,3.4,3.4,3.6,83.0,0.0,78.44470588235293,78.0,79.0,79.0,2.3687697060749405e-05,0,3.4694807449785115e-06,3.2257247608520685e-06,3.4712416153268655e-06,3.735173936681512e-06,2.3687697060749405e-05,-2.0193815875689692e-05,1.5610122818317788e-09,-3.2101313825871604e-07,-2.6099784090688125e-13,3.2396979022997293e-07,run,9,6,#69
1605429569,1605422595,1605426090.9588468,1605424343.75,1605426090.0,1605427830.25,45.641689,45.619351,45.6292091,45.62390775,45.629372,45.63356425,5.909701,5.898139,5.904299318489065,5.901378750000001,5.9046935000000005,5.9072232499999995,385.6,306.4,349.9722862823062,336.4,352.55,362.0,NaN,NaN,NaN,NaN,NaN,NaN,11.8,0.0,3.578926441351889,2.0,2.9,4.8,NaN,NaN,NaN,NaN,NaN,NaN,5.102759285277817e-05,0,3.7376450855521918e-06,1.7973665283315919e-06,3.1935700966547143e-06,5.206195845543908e-06,4.629106771751352e-05,-2.738053580623964e-05,1.1210748965016629e-07,-6.239979622934243e-07,-1.6441618105357187e-08,6.930806083767291e-07,bike,9,6,#26
1616773937,1616772773,1616773358.9878998,1616773069.5,1616773359.0,1616773648.5,41.39271,41.382048,41.38786265082109,41.385302,41.388064,41.390192,2.164818,2.124817,2.1476980639585133,2.1409314999999998,2.15034,2.154955,65.4,19.8,38.343474503025064,28.6,37.6,49.3,97.0,49.0,77.61538461538461,73.0,78.0,84.0,10.9,0.0,3.8374243733794295,1.8,4.2,6.0,NaN,NaN,NaN,NaN,NaN,NaN,2.1224490186262294e-05,0,3.839064972204613e-06,1.2559703277765056e-06,4.186183386351503e-06,6.053269882769876e-06,2.1224490186262294e-05,-1.8406251813913477e-05,-1.47723059060068e-09,-1.9399673709430112e-07,0.0,1.9676314102715988e-07,bike,9,6,#138
1607425920,1607421519,1607423701.375711,1607422553.5,1607423550.0,1607425051.5,41.453216,41.438198,41.44694891769823,41.443355,41.44737,41.450013,2.16994,2.142962,2.1559582228169956,2.152329,2.154098,2.1605655,328.4,120.0,248.5614586818334,239.2,261.6,278.8,NaN,NaN,NaN,NaN,NaN,NaN,5.2,0.0,2.577049180327869,2.2,2.8,3.2,NaN,NaN,NaN,NaN,NaN,NaN,4.6368188838285355e-05,0,2.6915702840732637e-06,2.3681929934752443e-06,2.934441759470029e-06,3.3338156372372366e-06,4.6368188838285355e-05,-4.384569516177477e-05,1.505100670546201e-09,-2.9511620111050005e-07,0.0,2.5642041425363886e-07,run,9,6,#18
1603612249,1603609729,1603610957.1857402,1603610287.75,1603610976.5,1603611648.25,41.388,41.367856,41.38048780381472,41.376066,41.381728,41.38541875,2.196857,2.166465,2.18645682924614,2.18263875,2.18904,2.1917945000000003,71.4,-9.4,9.139146230699364,4.6,7.2,9.2,165.0,93.0,154.0449591280654,151.0,160.0,161.0,9.8,0.0,3.5520890099909175,3.4,3.6,3.8,83.0,0.0,79.59309718437784,79.0,80.0,81.0,8.041061959204768e-05,0,3.5928287870420074e-06,3.2927141120827426e-06,3.5931934880165784e-06,3.901328043349393e-06,8.041061959204768e-05,-7.728537572992051e-05,-3.792861273709147e-10,-2.640457692037426e-07,5.267131092054762e-13,2.734555932998399e-07,run,9,6,#98
1613473768,1613470588,1613472179.4299653,1613471384.5,1613472180.0,1613472974.5,45.686499,45.649143,45.66409484387787,45.6526015,45.662775,45.674186500000005,5.896085,5.88312,5.892837470884483,5.8926455,5.893887,5.894575,237.5,227.8,234.2416430594901,233.3,233.9,235.7,NaN,NaN,NaN,NaN,NaN,NaN,7.4,0.0,3.277683349071451,2.9,3.1,3.5,NaN,NaN,NaN,NaN,NaN,NaN,2.9369463681358923e-05,0,3.299971145347674e-06,3.01110926053425e-06,3.392132256658187e-06,4.226904102094511e-06,2.9369463681358923e-05,-2.776354420096983e-05,2.5703174452596937e-09,-3.33353479229252e-07,2.0361739483436074e-08,8.504971814915924e-07,run,9,6,#6
1616517139,1616516259,1616516703.3383029,1616516485.25,1616516703.5,1616516921.75,41.386448,41.382,41.38380585206422,41.38287325,41.3835975,41.3846955,2.172173,2.166622,2.1698059392201836,2.1684970000000003,2.1697945,2.171174,72.6,5.6,36.40229357798165,19.4,32.4,47.8,200.0,44.0,128.9518348623853,104.0,131.5,153.0,7.3,0.0,1.461467889908257,1.0,1.4,1.8,NaN,NaN,NaN,NaN,NaN,NaN,1.268667735544272e-05,0,1.4383265050307373e-06,8.831033974205713e-07,1.3578351501649643e-06,1.8978702252607461e-06,1.268667735544272e-05,-1.268667735544272e-05,2.889039879827464e-10,-6.504312032361486e-08,0.0,7.065443635469924e-08,walk,9,6,#123
1617813628,1617810395,1617812043.5762591,1617811196.0,1617811934.0,1617812919.0,41.394317,41.378246,41.38654119267348,41.384438,41.386912,41.389349,2.203922,2.1656,2.185550848185981,2.175902,2.186352,2.195555,62.8,-3.8,12.166185276505812,4.2,7.4,13.6,183.0,111.0,162.04121169425855,158.0,162.0,166.0,10.4,0.0,3.3340965128566395,3.0,3.4,3.6,90.0,0.0,77.22719267347658,77.0,78.0,78.0,0.00010432767217722778,0,3.3873017356540295e-06,2.961130672005428e-06,3.3312210473743976e-06,3.7404120413523748e-06,0.00010432767217722778,-0.00010216370517862226,6.799496915571507e-09,-2.766363008544072e-07,-3.752999502323721e-13,2.696746640969668e-07,run,9,6,#87
1615876184,1615873105,1615874821.867747,1615873955.5,1615874872.0,1615875684.5,41.38727,41.367802,41.379369183481444,41.3754095,41.38065,41.383917,2.189588,2.166795,2.182785190799791,2.178134,2.18483,2.188895,79.6,-8.6,12.424359644537375,7.2,11.6,17.6,198.0,69.0,164.98797699947727,159.0,164.0,171.0,5.7,0.0,3.115525352848928,3.0,3.2,3.4,81.0,51.0,77.9231573444851,77.0,78.0,79.0,8.396725811790268e-05,0,3.187684582998614e-06,2.8922720262624898e-06,3.187650626399936e-06,3.517455211674403e-06,8.396725811790268e-05,-8.080146062519925e-05,2.390783697950265e-09,-2.6828025647051303e-07,3.0568707558732006e-15,2.5790491775796134e-07,run,9,6,#176
1614060482,1614057240,1614058846.2648556,1614057838.25,1614059096.5,1614059701.75,41.387037,41.367754,41.379526629456706,41.376503,41.379693,41.383480999999996,2.191537,2.166332,2.1818349011035654,2.1754105,2.1830499999999997,2.1889645,95.6,-26.0,13.204329371816637,-0.8,2.0,27.0,181.0,108.0,164.69100169779287,161.0,166.0,171.0,7.6,0.0,3.1927843803056026,2.9,3.2,3.6,84.0,0.0,77.27461799660442,77.0,78.0,78.0,0.00031290709605295326,0,3.2350757838820392e-06,2.13033905804036e-06,3.0490193192388458e-06,3.5814769382424593e-06,0.00031290709605295326,-0.00030872489932443135,-2.387252546145926e-09,-2.995209514602138e-07,0.0,3.194922115531104e-07,run,9,6,#143
1616410657,1616410011,1616410347.7738287,1616410193.0,1616410348.0,1616410503.0,41.389891,41.386534,41.38821301453958,41.387296,41.388118,41.389136,2.175228,2.165942,2.170588516962843,2.167968,2.170922,2.173107,64.8,-24.6,12.294668820678513,0.8,15.2,22.2,133.0,66.0,118.47334410339256,116.0,120.0,124.0,11.2,0.0,1.7350565428109854,1.0,1.6,2.2,NaN,NaN,NaN,NaN,NaN,NaN,2.1805778570752745e-05,0,1.7410416535067209e-06,0.0,1.9452857767095077e-06,2.6763624715202267e-06,1.4126182567658518e-05,-1.8535621925800374e-05,3.078875817967974e-24,-8.219888653778966e-07,0.0,4.227353396169341e-07,walk,9,6,#113
1612879444,1612876878,1612878162.6073997,1612877519.75,1612878158.5,1612878811.25,45.900743,45.875968,45.88838774820144,45.881541,45.888965999999996,45.895101749999995,6.128556,6.118468,6.123588576567317,6.12171875,6.122771999999999,6.1262415,601.5,452.0,521.5053956834532,476.9,527.4,552.625,NaN,NaN,NaN,NaN,NaN,NaN,7.2,0.0,3.0466084275436796,2.4,3.0,3.7,NaN,NaN,NaN,NaN,NaN,NaN,1.1477587300327081e-05,0,3.2578623750781724e-06,2.1412235355396945e-06,3.239479756625714e-06,4.185194145984347e-06,7.822907130689393e-06,-5.215655129822916e-06,1.8273182650466054e-07,-6.793016168647354e-07,1.012928361310335e-12,1.1034055105562526e-06,run,9,6,#106
1614252887,1614249996,1614251458.9202833,1614250670.75,1614251255.5,1614252270.25,41.394339,41.375133,41.38560748804252,41.3812045,41.386707,41.389627250000004,2.196697,2.165747,2.1821530708591674,2.1740435,2.182811,2.19034425,31.0,-15.8,3.295925597874225,-5.05,-0.2,13.0,179.0,83.0,160.4056687333924,157.0,162.0,167.0,7.0,0.0,3.424402125775022,3.2,3.5,3.8,82.0,0.0,76.0199291408326,76.0,77.0,77.0,1.9278227514936694e-05,0,3.4899306126175407e-06,3.139962137489619e-06,3.528988863236504e-06,3.894307220217919e-06,1.9278227514936694e-05,-1.552372819028485e-05,1.314669452864796e-08,-2.0951475551110764e-07,-2.0227995020401896e-13,2.0115539624428098e-07,run,9,6,#166
1619070917,1619069765,1619070344.486911,1619070057.75,1619070344.5,1619070631.25,41.392707,41.382065,41.387676992146595,41.38524225,41.387779,41.389846999999996,2.164843,2.117815,2.1445703228621293,2.132265,2.1478795,2.15509175,71.0,1.0,41.10366492146597,26.4,41.0,62.8,94.0,49.0,72.8848167539267,66.0,72.0,80.0,9.5,0.0,4.242844677137871,3.0,4.8,5.5,NaN,NaN,NaN,NaN,NaN,NaN,1.4470564900949525e-05,0,4.23166305275617e-06,2.4123226519306472e-06,4.676362487012863e-06,5.314204215645276e-06,1.0772822302591219e-05,-9.751101555734276e-06,-2.562207908705599e-09,-2.2867111847942518e-07,-7.622250968994436e-13,1.6348781732295202e-07,bike,9,6,#142
1617342826,1617342215,1617342523.3467336,1617342371.5,1617342523.5,1617342679.5,41.386992,41.383135,41.384638296482414,41.3834125,41.384370000000004,41.38573075,2.170297,2.16582,2.168490012562814,2.16720275,2.1684585,2.17009725,35.0,24.8,28.31381909547739,24.8,26.9,31.625000000000004,NaN,NaN,NaN,NaN,NaN,NaN,10.2,0.0,1.1821608040201006,0.6749999999999999,1.2,1.6,NaN,NaN,NaN,NaN,NaN,NaN,1.1751525328478961e-05,0,1.261574463091805e-06,6.671695597630861e-07,1.115536190498821e-06,1.6439190047723627e-06,3.864230960904341e-06,-4.5547109918990335e-06,1.839034725478708e-08,-2.0298133127914915e-07,2.5606434761262666e-10,2.8530963722668694e-07,walk,9,6,#42
1616526128,1616525516,1616525851.8,1616525628.0,1616525961.0,1616526004.0,41.381935,41.374927,41.37841913333333,41.374935,41.377009,41.381863,2.176232,2.135946,2.1586115333333336,2.140585,2.169123,2.169234,48.8,16.3,30.626666666666665,21.3,21.5,45.6,NaN,NaN,NaN,NaN,NaN,NaN,10.1,0.0,3.7933333333333334,0.1,0.9,8.4,NaN,NaN,NaN,NaN,NaN,NaN,1.1157763539437023e-05,0,2.5201946960873713e-06,2.316917269579107e-08,2.065863314773039e-07,5.12584204603983e-06,1.9542510617034595e-07,-1.8465195201262595e-06,-1.250171064098599e-07,-4.544723367793578e-08,0.0,5.997022390266493e-08,vehicle,9,6,#61
1601956272,1601952367,1601954326.1450071,1601953231.0,1601954472.0,1601955336.0,41.394355,41.363738,41.381878567583215,41.376765,41.383267,41.388084,2.196867,2.165526,2.1836557227206947,2.176422,2.186985,2.189417,60.4,-3.8,11.411403762662808,4.2,9.6,15.0,188.0,104.0,168.06367583212736,163.0,168.0,174.0,6.0,0.0,3.3201736613603474,3.2,3.4,3.6,106.0,0.0,78.89464544138929,78.0,79.0,80.0,0.0003902097602170868,0,3.4690058642067695e-06,3.048623120315177e-06,3.3824527146551703e-06,3.7199385469762233e-06,0.0003902097602170868,-0.000387960949443173,3.1761365326636297e-09,-3.8862659655143655e-07,0.0,3.859020028079651e-07,run,9,6,#91
1619715572,1619711404,1619713546.2542198,1619712518.0,1619713615.0,1619714578.0,41.394355,41.370192,41.38076966450273,41.372691,41.381446,41.387082,2.196657,2.165516,2.184336684497533,2.178712,2.18886,2.189245,105.6,-9.2,8.454167748636717,2.0,5.8,8.8,209.0,72.0,163.46533367956374,157.0,163.0,170.0,6.8,0.0,2.8505063619839004,2.0,3.0,3.4,91.0,0.0,71.11503505582965,73.0,76.0,77.0,0.00016191896615344077,0,2.92492168032957e-06,2.48161026024308e-06,3.0487616242787857e-06,3.5621492442716613e-06,0.00016191896615344077,-0.00015728424126854255,3.726349913864125e-10,-4.724280611996452e-07,0.0,4.751389563099825e-07,run,9,6,#158
1619799797,1619792802,1619796716.2106943,1619795211.0,1619796847.0,1619798364.0,41.744094,41.699063,41.721276140994945,41.704646,41.724641,41.738201,0.690755,0.585482,0.6545836480446927,0.632728,0.661262,0.683413,305.0,192.2,243.79861665336526,227.0,245.4,259.6,195.0,90.0,148.52567172120246,136.0,147.0,160.0,11.9,0.0,4.79537110933759,3.0,4.4,6.5,NaN,NaN,NaN,NaN,NaN,NaN,1.2767894852843462e-05,0,4.809345680733198e-06,2.943703038075466e-06,4.467247937875308e-06,6.592004121890022e-06,8.424524307396188e-06,-9.670223156385464e-06,-3.6467561440906026e-09,-3.0895625267432763e-07,-6.700435920306519e-09,2.735792875393128e-07,bike,9,6,#22
1613473768,1613470588,1613472179.4299653,1613471384.5,1613472180.0,1613472974.5,45.686499,45.649143,45.66409484387787,45.6526015,45.662775,45.674186500000005,5.896085,5.88312,5.892837470884483,5.8926455,5.893887,5.894575,237.5,227.8,234.2416430594901,233.3,233.9,235.7,NaN,NaN,NaN,NaN,NaN,NaN,7.4,0.0,3.277683349071451,2.9,3.1,3.5,NaN,NaN,NaN,NaN,NaN,NaN,2.9369463681358923e-05,0,3.299971145347674e-06,3.01110926053425e-06,3.392132256658187e-06,4.226904102094511e-06,2.9369463681358923e-05,-2.776354420096983e-05,2.5703174452596937e-09,-3.33353479229252e-07,2.0361739483436074e-08,8.504971814915924e-07,run,9,6,#29
1617944042,1617942727,1617943408.3763866,1617943095.75,1617943411.5,1617943727.25,41.392678,41.382359,41.38787956735341,41.385373,41.387789999999995,41.390237,2.164782,2.11303,2.1405840546751187,2.1278265,2.1438305,2.1533297499999997,83.2,27.6,59.70618066561014,41.8,66.4,75.0,118.0,51.0,74.4270998415214,66.0,72.0,80.0,38.1,0.0,3.6956418383518224,2.2,4.6,5.0,NaN,NaN,NaN,NaN,NaN,NaN,0.0003939668956023052,0,4.459474780215104e-06,6.48443255193399e-07,4.178804913318172e-06,5.0987854380067256e-06,0.0003939668956023052,-0.0003135421815369026,-3.6076086303422066e-24,-1.534643650301424e-07,0.0,1.7770870974917073e-07,bike,9,6,#56
1619097086,1619095298,1619096193.407792,1619095735.0,1619096194.0,1619096647.0,41.395008,41.385662,41.39040436709957,41.387821,41.390851,41.392342,2.170032,2.118749,2.148197877922078,2.136309,2.150917,2.16017,75.3,29.7,57.80753246753247,47.2,60.6,70.7,NaN,NaN,NaN,NaN,NaN,NaN,11.9,0.0,3.0575757575757576,0.0,2.0,5.4,NaN,NaN,NaN,NaN,NaN,NaN,1.242895410174416e-05,0,3.106798825607297e-06,2.670381456308982e-07,1.9724928704181128e-06,5.3868013872057315e-06,6.535893186937807e-06,-6.006656668234879e-06,8.435110283934989e-09,-2.9248231335822194e-07,-4.509718146205419e-09,2.1320030950409439e-07,vehicle,9,6,#47
1616671459,1616670656,1616671061.9886792,1616670863.0,1616671062.0,1616671261.0,41.38567,41.375642,41.37987859119497,41.377181,41.379782,41.38205,2.1632,2.141093,2.1519591433962266,2.1463,2.151518,2.158401,34.8,4.8,21.038490566037737,16.8,21.0,27.0,87.0,55.0,67.62012578616353,63.0,68.0,72.0,6.2,0.0,3.26125786163522,1.1,3.9,4.7,NaN,NaN,NaN,NaN,NaN,NaN,1.5979525019327523e-05,0,3.236908191582494e-06,4.1713467080259556e-07,2.2670346348254994e-06,4.8217948132386395e-06,1.5979525019327523e-05,-1.381251444138413e-05,-3.777823433180832e-11,-1.379561337936667e-07,0.0,1.3337147040993803e-07,bike,9,6,#128
1604213700,1604210503,1604212093.8808587,1604211205.0,1604211904.0,1604212987.0,41.609328,41.586032,41.60030914132379,41.595718,41.602646,41.60575,0.647043,0.61497,0.6304510085867621,0.622998,0.631247,0.636255,191.0,134.8,150.97223613595708,142.0,150.4,152.4,186.0,71.0,159.48264758497317,159.0,160.0,169.0,5.8,0.0,3.13520572450805,3.0,3.2,3.4,81.0,43.0,78.30268336314847,78.0,78.0,79.0,0.00017723486165655016,0,3.2777519767220643e-06,2.8922635109326055e-06,3.148635249850777e-06,3.4034205129519348e-06,0.00017476502353995353,-0.00017253184305414775,6.558448908123493e-08,-3.2873839409061777e-07,-1.3568654917494411e-13,3.3110030343026863e-07,run,9,6,#150
1619113575,1619112769,1619113177.4310346,1619112975.5,1619113175.0,1619113382.25,41.404747,41.389381,41.39669778927203,41.391857,41.396418999999995,41.400333,2.191477,2.168312,2.178031122605364,2.17133375,2.177366,2.182789,37.4,15.5,29.140229885057472,24.6,31.45,34.3,NaN,NaN,NaN,NaN,NaN,NaN,11.2,0.0,3.5450191570881224,0.3,1.8,6.925000000000001,NaN,NaN,NaN,NaN,NaN,NaN,1.2247644557598123e-05,0,3.6104860695523063e-06,2.8032536961975093e-07,1.7954280073360864e-06,7.2997031244405245e-06,8.756266593471156e-06,-6.609986354617702e-06,1.2799332459842856e-09,-2.9308424289503956e-07,0.0,2.493665679713707e-07,vehicle,9,6,#56
1492246636,1492242884,1492244769.6427145,1492243787.0,1492244778.0,1492245713.0,42.605268,42.592183,42.59770494810379,42.59503,42.59779,42.600251,0.521688,0.506055,0.5140793433133732,0.5089870000000001,0.513401,0.5199199999999999,1143.6,1094.6,1114.0269461077844,1102.8,1112.3,1121.5,NaN,NaN,NaN,NaN,NaN,NaN,3.4,0.0,2.672255489021956,2.5,2.7,2.9,94.0,0.0,85.48103792415169,84.0,86.0,88.0,4.00733786333654e-06,0,2.651422016218124e-06,2.52068050689731e-06,2.735229487453615e-06,2.9187713797001654e-06,1.9061940097301958e-06,-9.721309802586298e-07,7.894158747621409e-10,-1.8475416715339555e-08,2.911159265707272e-10,2.000471764004314e-08,run,9,6,#92
1616239964,1616224928,1616232700.467666,1616229282.75,1616232619.5,1616236200.5,41.980658,41.674579,41.83669624261242,41.751595,41.8424185,41.916046,0.660214,0.46289,0.5563070552462527,0.51770975,0.5529955,0.5912872499999999,792.6,205.2,411.06826552462525,299.2,376.2,516.25,180.0,102.0,142.3884368308351,134.0,141.0,153.0,19.3,0.0,7.6713062098501075,5.2,7.2,9.4,NaN,NaN,NaN,NaN,NaN,NaN,2.6406149539840686e-05,0,7.663963788886314e-06,5.186410727421496e-06,7.175831394405136e-06,9.435652357886196e-06,1.3203079026331093e-05,-9.327209792068799e-06,-7.699017808001817e-09,-8.959501881869751e-08,2.2901136705993615e-13,9.430971356802503e-08,bike,9,6,#6
1617813628,1617810395,1617812043.5762591,1617811196.0,1617811934.0,1617812919.0,41.394317,41.378246,41.38654119267348,41.384438,41.386912,41.389349,2.203922,2.1656,2.185550848185981,2.175902,2.186352,2.195555,62.8,-3.8,12.166185276505812,4.2,7.4,13.6,183.0,111.0,162.04121169425855,158.0,162.0,166.0,10.4,0.0,3.3340965128566395,3.0,3.4,3.6,90.0,0.0,77.22719267347658,77.0,78.0,78.0,0.00010432767217722778,0,3.3873017356540295e-06,2.961130672005428e-06,3.3312210473743976e-06,3.7404120413523748e-06,0.00010432767217722778,-0.00010216370517862226,6.799496915571507e-09,-2.766363008544072e-07,-3.752999502323721e-13,2.696746640969668e-07,run,9,6,#163
1610037129,1610030788,1610034277.1580064,1610031476.75,1610034257.5,1610036522.25,41.618477,41.60369,41.60955199787911,41.606361,41.608768,41.61015625,0.646262,0.618992,0.6339148621420997,0.629496,0.634193,0.6385525,187.2,130.0,147.48769883351008,142.4,143.8,150.05,175.0,97.0,156.86691410392365,156.0,159.0,163.0,10.3,0.0,3.02492046659597,2.6,3.0,3.4,82.0,55.0,78.01802757158006,77.0,78.0,79.0,0.0013804012086996136,0,4.132484037240821e-06,2.516174889565237e-06,3.0637776954335067e-06,3.5742064738822455e-06,0.0013804012086996136,-0.0013778697195729937,-4.716212499365004e-11,-5.62435522286019e-07,-1.6191555970097217e-08,4.106348704189914e-07,run,9,6,#159
1610464289,1610460826,1610462553.5206485,1610461680.0,1610462557.0,1610463417.0,45.899812,45.871026,45.88509721960633,45.87821,45.887129,45.890541,6.128485,6.113404,6.1220417379390195,6.119436,6.122781,6.124626,851.4,451.2,602.6564646854496,455.6,590.7,711.5,NaN,NaN,NaN,NaN,NaN,NaN,6.1,0.0,2.6077962176765728,1.7,2.6,3.5,NaN,NaN,NaN,NaN,NaN,NaN,9.922574959278476e-06,0,2.840118839607787e-06,1.5011315094669438e-06,2.518496362701375e-06,3.992850219260649e-06,5.887919409013633e-06,-4.968582223557256e-06,1.9216246712921265e-07,-7.316306229618546e-07,-2.745961482051286e-08,1.0828784522793451e-06,run,9,6,#10
1488276205,1488272942,1488274522.3649194,1488273624.0,1488274429.0,1488275405.25,41.703141,41.687473,41.69568961290322,41.69208725,41.6963155,41.698695,0.599426,0.586969,0.595068625,0.5935112499999999,0.595434,0.59695575,275.0,243.8,255.8852822580645,250.3,255.75,257.57500000000005,191.0,101.0,175.21370967741936,173.0,178.0,182.0,4.3,0.0,2.891532258064516,2.8,3.0,3.1,94.0,0.0,82.77016129032258,83.0,85.0,87.0,1.6844599002533718e-05,0,2.594610412527901e-06,2.5728357253343193e-06,2.956705693522633e-06,3.1495064492522033e-06,1.1026015914033465e-05,-1.734784616488614e-06,3.826185970027961e-08,-2.2792989298765545e-08,0.0,2.0292712154050034e-08,run,9,6,#80
1619972358,1619971608,1619971985.4527028,1619971800.25,1619971985.5,1619972170.75,41.387056,41.375626,41.381522877027024,41.377714,41.3810195,41.38602025,2.165838,2.14304,2.1563090472972974,2.1494389999999997,2.157272,2.1640194999999998,64.6,9.4,27.20081081081081,14.6,23.1,32.6,85.0,56.0,68.98783783783784,62.0,68.0,75.0,7.4,0.0,3.6427027027027026,1.6,4.5,5.2,NaN,NaN,NaN,NaN,NaN,NaN,1.6370457336188276e-05,0,3.603491219048822e-06,6.736079561301503e-07,3.603375031205377e-06,4.989295618592486e-06,1.6370457336188276e-05,-1.3204943747036666e-05,-2.8309836615087942e-09,-1.3704334070584633e-07,0.0,1.3704564320160273e-07,bike,9,6,#131
1615625928,1615615931,1615620910.8132665,1615618203.75,1615620446.5,1615623686.25,45.829789,45.794203,45.80976797770346,45.800729,45.809177,45.8170425,6.205896,6.168369,6.185631710033445,6.179336,6.181941,6.19179075,1326.8,449.3,859.7540691192866,643.0,814.8,1063.9,NaN,NaN,NaN,NaN,NaN,NaN,5.5,0.0,1.6201895206243033,0.7,1.4,2.3,NaN,NaN,NaN,NaN,NaN,NaN,2.0946115377594667e-05,0,1.6599737164842396e-06,8.895594124907232e-07,1.2618310961449283e-06,2.1054419950131097e-06,1.9684305043267162e-05,-1.8807914264216175e-05,2.5292300567300047e-09,-2.7216609011436404e-07,9.681898930515953e-16,3.6599720055156173e-07,run,9,6,#78
1618746806,1618745434,1618746120.1473377,1618745777.0,1618746120.0,1618746463.0,41.370918,41.36137,41.3653840809628,41.362938,41.365376,41.367645,2.15299,2.14319,2.148407067833698,2.145287,2.147265,2.152282,84.4,25.2,58.48227571115974,40.0,62.4,75.4,176.0,105.0,132.0036469730124,117.0,127.0,148.0,3.8,0.0,1.586652078774617,1.2,1.6,2.0,NaN,NaN,NaN,NaN,NaN,NaN,4.416173785938367e-06,0,1.582625283257284e-06,0.0,2.0712316714082957e-06,3.2088445332996165e-06,4.416173785938367e-06,-4.416173785938367e-06,3.4525709142091516e-10,-2.870934265923219e-06,0.0,3.11824661283529e-06,walk,9,6,#116
1619624767,1619624373,1619624568.4588234,1619624468.0,1619624568.0,1619624667.0,41.390531,41.385931,41.38835757254902,41.387524,41.388016,41.389386,2.136467,2.118451,2.1279048823529414,2.124584,2.126481,2.131903,75.3,72.9,73.98196078431373,73.5,73.5,74.9,NaN,NaN,NaN,NaN,NaN,NaN,13.2,0.0,4.023137254901961,0.0,0.7,9.0,NaN,NaN,NaN,NaN,NaN,NaN,1.347477190653901e-05,0,4.078961374855842e-06,0.0,6.015082501203392e-07,8.986994754502864e-06,4.109047116276709e-06,-1.4486473772270165e-06,1.6762323056836227e-08,-1.864983505998162e-07,0.0,2.7798731590954635e-08,vehicle,9,6,#67
